date,title,label
2021-11-17,메리츠금융 카카오페이 내달 코스피 200 편입 기대 네이버파이낸셜도 망분리 과태료 제도 개선 시급 10만원 캐시백 다시 토해내라 오락가락 정책에 부글부글 젊은 감각 결단력으로 무장 네이버 40대 CEO가 온다 네이버 이끌 새 수장은 사설 시대 역행하는 망분리 규제 달아오른 후불결제 시장 도 춘추전국시대 진입 급락해서 팔았는데 3배 급등 IPO 종목 다시 올라탈까 전문가 조언은 소비지원금 캐시백 대상 분류 잘못해 10만원 줬다 뺏는다 캐피탈 덕에 지방지주 화려한 부활 한국 스타트업들 유니콘에 도전하라 우리가 도와줄게 거듭된 빅테크 망분리 위반 내 선불충전금은 안전 메리츠금융 카카오페이 내달 코스피 200 편입 기대 네이버파이낸셜도 망분리 과태료 제도 개선 시급 10만원 캐시백 다시 토해내라 오락가락 정책에 부글부글 젊은 감각 결단력으로 무장 네이버 40대 CEO가 온다 네이버 이끌 새 수장은 사설 시대 역행하는 망분리 규제 달아오른 후불결제 시장 도 춘추전국시대 진입 급락해서 팔았는데 3배 급등 IPO 종목 다시 올라탈까 전문가 조언은 소비지원금 캐시백 대상 분류 잘못해 10만원 줬다 뺏는다 캐피탈 덕에 지방지주 화려한 부활 한국 스타트업들 유니콘에 도전하라 우리가 도와줄게 거듭된 빅테크 망분리 위반 내 선불충전금은 안전,4
2021-11-18,카카오페이 현대 코스피200 편입 기대 고승범 카드 수수료 인하 여러 의견들어 결정할 것 상보 서울사랑상품권 플랫폼 내년 나온다 카카오페이 생체인증 국제표준 FIDO2 인증 획득 카카오페이 현대 코스피200 편입 기대 고승범 카드 수수료 인하 여러 의견들어 결정할 것 상보 서울사랑상품권 플랫폼 내년 나온다 카카오페이 생체인증 국제표준 FIDO2 인증 획득,2
2021-11-19,카카오페이 코스피200 편입 불확실 알리페이 지분이 관건 시총은 OK 알리페이 지분이 관건 카카오페이 코스피200 편입 주목 카카오그룹주 담는 연기금 빅테크 규제보다 성장에 베팅 금융 유목민 시대 데이터 분석력 승부처 코스피 짓누르는 대규모 IPO 시총 늘어도 지수는 안오른다 13회 스마트금융콘퍼런스 데이터 개방 공유 활용 현재와 미래 잇는다 제13회 스마트금융 콘퍼런스 증시 몰린 동학개미 국민주 올해 7개로 늘었다 화장품 위드코로나 화장발 안받네 목표가 줄하향 카카오페이 코스피200 편입 불확실 알리페이 지분이 관건 시총은 OK 알리페이 지분이 관건 카카오페이 코스피200 편입 주목 카카오그룹주 담는 연기금 빅테크 규제보다 성장에 베팅 금융 유목민 시대 데이터 분석력 승부처 코스피 짓누르는 대규모 IPO 시총 늘어도 지수는 안오른다 13회 스마트금융콘퍼런스 데이터 개방 공유 활용 현재와 미래 잇는다 제13회 스마트금융 콘퍼런스 증시 몰린 동학개미 국민주 올해 7개로 늘었다 화장품 위드코로나 화장발 안받네 목표가 줄하향,2
2021-11-22,1조원 규모 서울사랑상품권 신한 카카오페이 vs 우리 KT 경합 유재석 효과 카카오엔터 장외가 52만원 매물 잠겼다 뮤직카우 몸값 1조 핀테크 혁명 시즌2 IB부문 적극투자 IPO 일류 입지 굳힐 것 테슬라 주 주세요 해외 소수점거래 본격 스타트 못해도 연 5 6% 따박따박 최고 배당맛집 은 대신증권 똑똑 들어가도 될까요 전 세계 IPO 역대 최대 700조원 당겼다 1조원 규모 서울사랑상품권 신한 카카오페이 vs 우리 KT 경합 유재석 효과 카카오엔터 장외가 52만원 매물 잠겼다 뮤직카우 몸값 1조 핀테크 혁명 시즌2 IB부문 적극투자 IPO 일류 입지 굳힐 것 테슬라 주 주세요 해외 소수점거래 본격 스타트 못해도 연 5 6% 따박따박 최고 배당맛집 은 대신증권 똑똑 들어가도 될까요 전 세계 IPO 역대 최대 700조원 당겼다,0
2021-11-23,국민은행 Z세대 플랫폼 출시 카카오뱅크 미니에 도전장 이슈분석 집토끼 저물고 유목민 시대 온다 새 전략 책임 필요 카카오페이 IPO 영향 주식 발행 전월보다 22% 증가 카카오페이 보험사 이달 본허가 신청 대리기사 자율주행 등 모빌리티 상품 공략 국민은행 Z세대 플랫폼 출시 카카오뱅크 미니에 도전장 이슈분석 집토끼 저물고 유목민 시대 온다 새 전략 책임 필요 카카오페이 IPO 영향 주식 발행 전월보다 22% 증가 카카오페이 보험사 이달 본허가 신청 대리기사 자율주행 등 모빌리티 상품 공략,4
2021-11-24,올 코스피 IPO 공모액 17조 사상 최대 올 기업공개 사상최대 10월까지 14조 마이데이터 참전율 높이는 보험사 실속은 거래소 올해 코스피 IPO 공모금액 기업시총 역대 최대 규제 중심 정책에 핀테크 후진국 전락 위기 류영준 갈 길 먼 핀테크 규제보다 육성에 집중해야 올 기업공개 사상최대 10월까지 14조 마이데이터 참전율 높이는 보험사 실속은 류영준 핀테크산업협회장 전금법에서 종지업이 최우선 아니다 올 코스피 IPO 공모액 17조 사상 최대 올 기업공개 사상최대 10월까지 14조 마이데이터 참전율 높이는 보험사 실속은 거래소 올해 코스피 IPO 공모금액 기업시총 역대 최대 규제 중심 정책에 핀테크 후진국 전락 위기 류영준 갈 길 먼 핀테크 규제보다 육성에 집중해야 올 기업공개 사상최대 10월까지 14조 마이데이터 참전율 높이는 보험사 실속은 류영준 핀테크산업협회장 전금법에서 종지업이 최우선 아니다,4
2021-11-25,확 바뀌는 서울사랑상품권 카카오페이로도 쓴다 카카오페이 현대 등 코스피200 신규 편입 구독료 10% 클레이로 페이백 핀테크 순위 8계단 떨어진 편리함 막는 과다한 규제가 발목 서울사랑상품권 카드결제 가능해진다 BBIG 성장에 코스피 IPO 공모 시총 조 역대최대 빅테크 종합지급결제 허용보다 전금법 개정안 빠른 통과가 우선 BBIG 성장에 코스피 IPO 공모 시총 조 역대최대 코스피 신규 상장사 10년만에 최대 17 조달했다 서울사랑상품권 판매대행 신한컨소시엄 선정 빅테크 종합지급결제 허용보다 전금법 개정안 빠른 통과가 우선 보이스톡 카카오페이 성공시킨 개발자 카카오 공동 대표로 코스피200 정기변경 최대 수혜주는 카카오페이 올해의 K 모바일 스타 수퍼빈 네프론 비대면 ESG 읽었다 코스피200 정기변경 최대 수혜주는 카카오페이 올해의 K 모바일 스타 수퍼빈 네프론 비대면 ESG 읽었다 확 바뀌는 서울사랑상품권 카카오페이로도 쓴다 카카오페이 현대 등 코스피200 신규 편입 구독료 10% 클레이로 페이백 핀테크 순위 8계단 떨어진 편리함 막는 과다한 규제가 발목 서울사랑상품권 카드결제 가능해진다 BBIG 성장에 코스피 IPO 공모 시총 조 역대최대 빅테크 종합지급결제 허용보다 전금법 개정안 빠른 통과가 우선 BBIG 성장에 코스피 IPO 공모 시총 조 역대최대 코스피 신규 상장사 10년만에 최대 17 조달했다 서울사랑상품권 판매대행 신한컨소시엄 선정 빅테크 종합지급결제 허용보다 전금법 개정안 빠른 통과가 우선 보이스톡 카카오페이 성공시킨 개발자 카카오 공동 대표로 코스피200 정기변경 최대 수혜주는 카카오페이 올해의 K 모바일 스타 수퍼빈 네프론 비대면 ESG 읽었다 코스피200 정기변경 최대 수혜주는 카카오페이 올해의 K 모바일 스타 수퍼빈 네프론 비대면 ESG 읽었다,4
2021-11-26,카카오페이 신원근 신임 대표이사 내정자 카카오 새 대표에 류영준 여민수와 투톱 유가증권시장 공시 카카오페이 메리츠화재 잇단 호재에 연기금 사자 카카오페이 급등 카카오 4형제 에 꽂힌 외인 하루 1 900억 순매수 빅테크 뛰어든 보험업계 기울어진 운동장 바로잡는다 재계 세대교체 거센 바람 카카오 4형제 에 꽂힌 외인 하루 1 900억 순매수 재계 세대교체 거센 바람 개발자 출신 류 CEO 합류 소셜 임팩트 탄력 붙는다 금융실적없는 1200만명 잡아라 빅테크 전쟁 빅테크 뛰어든 보험업계 기울어진 운동장 바로잡는다 소강 상태 접어든 IPO 시장 공모주 펀드 자금 썰물 LG엔솔 현대ENG 내년 역대급 IPO 시장 열린다 금리인상에도 되레 떨어진 금융주 카카오페이 신원근 대표 체제로 카카오페이 18% 오르며 20만원 첫돌파 카카오 형제들에 끼인 셀트리온 코스피200 편입한 카카오페이 KB금융 제치고 금융 2대장 등극 카카오 여민수 류영준 공동대표 체제로 카카오 새 대표에 40대 류영준 여민수와 투톱체제 서울시 서울사랑상품권사업 골목상권 침해 우려 LG 롯데그룹 혁신 주도할 세대교체 인사 시동 카카오페이 신원근 신임 대표이사 내정자 카카오 새 대표에 류영준 여민수와 투톱 유가증권시장 공시 카카오페이 메리츠화재 잇단 호재에 연기금 사자 카카오페이 급등 카카오 4형제 에 꽂힌 외인 하루 1 900억 순매수 빅테크 뛰어든 보험업계 기울어진 운동장 바로잡는다 재계 세대교체 거센 바람 카카오 4형제 에 꽂힌 외인 하루 1 900억 순매수 재계 세대교체 거센 바람 개발자 출신 류 CEO 합류 소셜 임팩트 탄력 붙는다 금융실적없는 1200만명 잡아라 빅테크 전쟁 빅테크 뛰어든 보험업계 기울어진 운동장 바로잡는다 소강 상태 접어든 IPO 시장 공모주 펀드 자금 썰물 LG엔솔 현대ENG 내년 역대급 IPO 시장 열린다 금리인상에도 되레 떨어진 금융주 카카오페이 신원근 대표 체제로,4
2021-11-29,증시도 불안불안 하루새 코스피 하락 상품 에 1600억 뭉칫돈 공대오빠 류영준 카카오페이에서 카카오로 페이가 그룹중심 이슈분석 결제도 헤게모니 쥔 카카오 2년 후엔 시장 지배 우려 뉴페이스 최수연 vs 11년 토박이 류영준 신사업 시험대 오른 네이버 카카오 신임대표 네카오의 뉴리더십 3대 과제는 비즈니스모델 강화 글로벌 M A 빅테크 규제 대응 잔돈 모아 종잣돈 키워주는 간편결제 앱 체크카드 ET시선 새 서울사랑상품권 공공성 뒤에서 수익성만 챙기나 이슈분석 내년 5000억원 발행되는 서울사랑상품권 앱도 바뀌고 결제도 바뀌고 네이버 카카오 현금자산 20% 상승 인뱅 중저신용자 비중 20% 벽 넘을까 한정판 케익 예약해 크리스마스 즐겨볼까 목돈 없는 초보자 공모주 아파트 청약 도전하라 증시도 불안불안 하루새 코스피 하락 상품 에 1600억 뭉칫돈 공대오빠 류영준 카카오페이에서 카카오로 페이가 그룹중심 이슈분석 결제도 헤게모니 쥔 카카오 2년 후엔 시장 지배 우려 뉴페이스 최수연 vs 11년 토박이 류영준 신사업 시험대 오른 네이버 카카오 신임대표 네카오의 뉴리더십 3대 과제는,4
2021-11-30,카카오 무섭네 카뱅 페이 시총 4대 금융지주 넘어섰다 라이언이 알려주는 보험 지식 내년 카카오페이 손보 나온다 MZ세대 잡겠다 삼성생명 토스와 동맹 보험업계 1위 삼성생명 토스와 제휴 토스에서 보험 가입 가능해진다 오미크론 패닉셀에도 코스피 2900 지켰다 2주 뒤가 관건 삼성전자 파격적 인사제도 뉴 삼성 핵심 성과 수평 급변하는 경영환경 대응 증권 신탁 리츠 안 가리고 판교빌딩 제발 저희한테 파세요 오미크론 패닉셀에도 코스피 2900 지켰다 2주 뒤가 관건 당구의 신 30개팀 명승부 미래에셋증권 2연패 위엄 제7회 fn 금융 증권인 당구대회 모십니다 내달 10일 디지털금융 포럼 2021 웨비나 초동시각 시장친화적 금융감독 개미 위축에 키움증권 10만원도 위태 개미 위축에 키움증권 10만원도 위태 달러예금 환차익 세금 안떼 공격투자 원한다면 달러ETF 카카오 무섭네 카뱅 페이 시총 4대 금융지주 넘어섰다 라이언이 알려주는 보험 지식 내년 카카오페이 손보 나온다 MZ세대 잡겠다 삼성생명 토스와 동맹 보험업계 1위 삼성생명 토스와 제휴 토스에서 보험 가입 가능해진다 오미크론 패닉셀에도 코스피 2900 지켰다 2주 뒤가 관건 삼성전자 파격적 인사제도 뉴 삼성 핵심 성과 수평 급변하는 경영환경 대응 증권 신탁 리츠 안 가리고 판교빌딩 제발 저희한테 파세요 오미크론 패닉셀에도 코스피 2900 지켰다 2주 뒤가 관건 당구의 신 30개팀 명승부,0
