date,company,title,label
2021.12.10,카카오페이,카카오페이증권 공동대표 김대홍 이승효씨 내정쿠콘 API 카카오페이 비즈니스 앱 에 탑재오늘의 증시 메모 12월 10일생보사 빅테크 잇단 동맹 독일까 약일까오늘의 증시 메모 12월 10일생보사 빅테크 잇단 동맹 독일까 약일까연예기획사도 뛰어든 블록체인 기업에 취업 관심 쑥오늘의 증시 일정 12월 10일1호 테크핀 카카오페이증권 공동대표 이승효 김대홍 내정미래 성장 기업가치 제고 힘싣는다삼성전자 외하이투자증권 사장에 홍원식씨은행권 생활플랫폼 사업 진출 기대감 꺾이나,1.0
2021.12.12,카카오페이,상장 한달 된 카카오페이 경영진 자사주 대거 처분아는 만큼 싸게 산다 연말 쇼핑대목 스마트한 소비하려면82년생 CEO 청바지 입은 금융맨 보수적인 금융회사가 달라졌다,2.0
2021.12.13,카카오페이,정부 국회 카드 수수료 인하안 막판 조율중언제 어디서나 보는 넷플릭스처럼 금융도 소비자 중심 서비스 내놔야역대급 실적 대신증권 높아지는 배당 기대감한경 삼정KPMG 디지털금융 포럼 출범전통 금융사 테크 DNA 심어야 산다서울시민 누구나 자가건강관리 쉽게카카오페이 경영진 지분 매각에 이틀째 약세 고평가 우려서울사랑상품권 내년부터 신용카드 구매 가능해진다금융권 세대교체 바람부나 50대 초중반 CEO 발탁 잇따라샴페인 술술 팔리네 편의점 매출 축배 한입뉴스아마존 비자 전쟁 부른 BNPL 카드업계 나 떨고 있니,0.0
2021.12.14,카카오페이,카카오페이 거품론 기름 부은 CEO연말맞이 샴페인 돌풍 세븐일레븐 기획상품 30분만에 완판올해 IPO 시장 역대최대 내년초에도 초대어 나온다펀드에 돈 쌓이자 자산운용사 사자 4년만에 최대IT공룡기업 사표내고 벤처로 유니콘 찾아 떠나는 인재들서울사랑상품권 2022년부터 신용카드로 구매 가능롤러코스터 탄 IPO고용철 샵온에어 대표 사업자 소비자 결제수수료 부담 우리가 줄이겠다유증청약 완판 자이언트스텝 경영진은 팔고 개미들은 샀다고용철 샵온에어 대표 사업자 소비자 결제수수료 부담 우리가 줄이겠다유증청약 완판 자이언트스텝 경영진은 팔고 개미들은 샀다로그인 안해도 메뉴 보여요 위기의 은행들 앱 갈아 엎는다,1.0
2021.12.15,카카오페이,카카오페이로 자동차세 내세요김대홍 카카오페이증권 대표 투자도 플랫폼 시대 게임체인저 되겠다카카오페이증권 MTS 내년 초 출격 주린이 고수 겨냥카카오 올해 몸값 상승률 톱 SK도 약진올해 역대 최대 공모주 시장 열기 내년에도 이어질 듯FOMC 앞두고 부담 다시 3000선 밑돈 코스피카카오페이 안면인식 결제시장 진출카카오페이 혁신하랬더니 먹튀카카오 패밀리의 희노애락고승범 빅테크의 독점 영업행위 규제로 감독할 것불안한 내년 증시 공모주펀드에서 기회 찾아야금융 생활서비스 맞춤제공 슈퍼 앱 뜬다고승범 금융위원장 데이터 독점시 영업 규제할 것,2.0
2021.12.16,카카오페이,마이너스의 손 연기금 베팅한 카카오페이 주저앉았다홈파티 용품 선물 할인 집콕 성탄절 즐겨볼까M A 흥행에 외국계 잇단 임원승진고승범 빅테크의 독점 영업행위 규제로 감독할 것공모가 이하 수두룩한데 수익률 넘사벽인 공모주는판 커진 공모시장 주관사 경쟁 빅3 아성 흔들은행 앞마당 털리고 빅테크 정보는 반쪽 만,1.0
2021.12.17,카카오페이,금융당국 빅테크 관리감독 검토 공정위와 협업해 독점 막는다보호 장치 없는 빅테크 위험 유발 가능성 있어이번 달 4조 내다 판 개미 삼전 SK하이닉스 대거 매도,1.0
2021.12.18,카카오페이,카카오페이 삼성카드와 신용평가모델 공동개발정당한 재산권 행사 vs 명백한 투자자 기망동학개미 왕창 사들인 지난 1월 고점이었다 10개 종목중 8개 손실내년은 유니콘의 해 컬리 쏘카 1월 예심청구믿었더니 배신 금융위가 잘 봐줬던 빅테크에 칼 뺀 이유,1.0
2021.12.19,카카오페이,시들한 삼성페이 카드사 오픈페이도 난항 예고,0.0
2021.12.20,카카오페이,SK 42조 늘고 카카오그룹 3배 뛰었다역대급 대어 줄줄이 입성 115개사 공모액만 20조 2021 증시 결산 1 공모주 열풍언택트 바이오 성장에 그룹 시총 지각변동KB 신한금투 한투 실적 잔치 증권사 대표 줄연임코로나에 카드모집인 급감 8000명대 겨우 유지금융위원장이 안 좋아해 눈치 살피는 핀테크사,0.0
2021.12.21,카카오페이,디자인 혜택 내 마음대로 카카오페이머니카드3 출시비트코인 투자시장 주류로 NFT 메타버스 돌풍도 거셌다카카오뱅크에 내준 금융 주도권 되찾아올 카드디지털 보험사가 판 흔든다 캐롯손보 손해보험 CM채널 3% 점유영토확장 기회 금융마저 뺏길라 사활 건 마이플랫폼 전쟁두나무에 넣은 2억이 2조로 21곳이 도운 당근마켓은 3조 로디지털 금융 메기 의 나비효과LG엔솔 현대ENG 쓱닷컴 내년 IPO 30조 시장 열린다비투엔 오픈랩스 데이터 처리 가상화 기술 개발 1년간 9억 공동 투자 진행,0.0
2021.12.22,카카오페이,M A 전문가 중용 조직신설 격상 뉴노멀 준비 박차IPO 대어 쓸어담는 연기금보험사보다 친절한 카카오 네이버대출 2억 넘는 263만명 내년 추가대출 절벽지난달 국내주식 발행액 전달 22% 줄어11월 주식 발행 전월 % 대형 IPO 감소 영향하늘길 막힌 면세품 온라인 편의점 카톡선물하기 입점,1.0
2021.12.23,카카오페이,네이버 카카오 철퇴 맞았다 정부 금융사에 광고비용 전가 말라핀테크산업협회장 인선 막 올랐다구글플레이 정기구독 결제 낚시질 막는다책임경영 제고 최윤호 삼성SDI 사장 취임 후 첫 자사주매입메타버스 품은 네이버 시총 100조 정조준메리츠화재 카카오페이와 보험 개발 업무협약LG에너지솔루션 임인년 IPO 시장 시금석될까내년 IPO 더 큰 장 열린다토스는 빅테크가 아니다,0.0
2021.12.24,카카오페이,수수료 규제 없는 빅테크 페이 카드사 기울어진 운동장 반발운용사들은 지금 SK그룹 쓸어 담는다올해 비상장 주식시장 트렌드장 마감 후 기업공시 12월 23일오늘의 증시 일정 12월 24일오늘의 증시 메모 12월 24일카카오페이 조선호텔 갤러리아 이케아서도 결제 가능카드 저축은행 코로나에도 호실적 내년 수수료 대출규제 관건퀀텀점프 노린다 투자자금 쓸어담는 온투업계,1.0
2021.12.25,카카오페이,스톡옵션 행사 제한 카카오페이식 먹튀 막는다조선호텔 갤러리아 이케아 카카오페이 통해 결제 가능코스피 최고점 3305 해외투자 잔액 1000억마이데이터 전면시행 D 5 빅테크는 뒤늦게 참여 서비스 담금질 한창,2.0
2021.12.26,카카오페이,오픈뱅킹 2년 소액 이체 급증,0.0
2021.12.27,카카오페이,올해 쌓인 포인트만 3000만원 MZ 사로잡은 플랫폼 포인트빅테크 간편결제는 놔두고 카드업계 역차별 불만 증폭올해 IPO 20조 사상최대 임인년 30조 폭발 호랑이 기운 받는다텐센트 한국 베끼기로 시작 중국 대륙의 지배자 되다카드사 노조도 수수료 인하로 일자리 잃는다 반발보안 편의 차별성 무기 마이데이터 세 토끼 잡나카드사 점유율 대형 vs 중소형 격차 더 벌어졌다세틀뱅크 안정적 수익 바탕으로 종합플랫폼 큰 그림답정너 식 카드 수수료율 재산정 방식,1.0
2021.12.28,카카오페이,카카오페이 삼성카드에 대안신용평가 정보 제공윤석열 증권거래세 폐지 주가 급락땐 공매도 자동 금지내년부터 규제 강도 더 세진다 기울어진 운동장 정조준데이터 자본주의 가 왔다혁신 메기 의 배신 전방위 규제 본격화연기금 올해 코스피 순매도 역대 최대 그래도 산 종목은디지털정부 내년에는 더 섬세해진다,1.0
2021.12.29,카카오페이,삼성전자 10조원 내다 판 연기금 크래프톤 삼바 카카오페이 샀다4 중기 벤처 스타트업 규제개혁 전통제조업 DX 시급카뱅 휴면예금 보험금 찾기 간편한 인증덕에 200억 돌파,0.0
2021.12.30,카카오페이,카카오페이 류영준의 도전과 오명카카오 문어발 확장 상생 요구 빗발 키워드로 보는 2021 산업네이버 쇼핑 야후재팬과 강한 협력 모델 구축 대만 스페인도 진출쪼그라드는 금융산업 성장판 다시 열어라삼천피 천스닥 서학개미 올해 증시 뜨겁게 달궜다예상 가치 수조원대 기업 줄줄이 내년 IPO 신기록 행진 이어지나동학개미 표심 잡는 대선주자들 현실은 글쎄,0.0
2021.12.31,카카오페이,푼돈 모아 카카오페이 펀드에 1조원3000 못 넘어선 코스피 내년 증시 반등여력 높다올해 개인 순매수 상위 10종목 평균 % 손실2021 증시 폐장 코스피 2977 아쉬운 마감삼성전자만 11조원 연기금 올해 24조원 팔았다삼천피 못지킨 2021 증시 그래도 천스닥 은 꿋꿋모든 유치원 무상급식 새 광화문광장 개장 서울시 새해 달라지는 것은행권 14세 청소년고객 모시기 열풍,2.0
