title,Label
넥슨재단 설립 제2어린이재활병원 세운다 신작출시 기막힌 타이밍 중소게임 전성시대 넥슨재단 출범 어린이 창의력 중심 사회공헌 본격화 신작 투자 때문에 게임 배당 이번에도 닫힌 지갑 뉴 챔피언 돼라 평창 영웅들 금빛 멘토링 게임업체들의 특별한 사회공헌 어린이 청소년의 꿈을 지원합니다 리니지 게 섰거라 펄어비스 검은사막 모바일 첫날 접속 폭주 흙수저 출신 방준혁 실패가 약이다 나도 두번 망해봤다 연초부터 새내기 돌풍 IPO 풍년 예감 준 대기업지정 유력한 넷마블 선제적 대응 준비 넷마블게임즈 공매도 몸살 신작 모멘텀 언제쯤 5조 3교대 탄력근로제 주 52시간 황금률 찾아라 넷플릭스 디즈니 훈풍분다 미디어 고공행진,0
콘텐츠산업 핵심 게임 낡은 규제에 위축 자율규제로 돌파구 마련을 주 52시간 근무 ICT업계 전반에 확산될까 게임 개발 투자 혼자서는 어려워 게임업계 투톱 바람 창의성 키우기 나선 기업들 틀을 깨자 호칭 파괴 업무 발굴 셀프결재도 흙수저 딛고 1조신화 방준혁을 만든 Do Dream,1
제2의 호황기 깜짝실적에도 웃지 못하는 게임업계 콘텐츠칼럼 게임은 문화를 담는 그릇이다 외국인도 반했다 저평가 4대 천왕,0
흥행돌풍 검은사막 모바일 리니지M 아성 넘어서나 전투와 전투사이 소설같은 이야기 흥미진진 기관 외인 잘나가는 IT 금융 왜 파나 게임 빅3 플랫폼 확장 AI 융합 개발력 강화 속도 넷마블 AI 센터장에 이준영 박사 영입 AI 기술 고도화 박차 넷마블 AI 총책임자에 IBM 출신 이준영 박사 영입 넷마블게임즈 AI 센터장에 IBM 연구소 출신 이준영씨 넷마블 AI 센터장에 이준영 IBM 왓슨연구소 박사 영입,1
게임강국 미래 게임쇼가 앞당긴다,1
카카오뱅크 5000억 깜짝 유상증자 대출영업 속도 구글플레이는 검은사막 특수 중,1
카카오뱅크 내달 5000억 추가 증자 그림의 떡 IPO시장 중소형사 먹거리는 1% 불과 확률형아이템 자율규제 인증제도 시행 넷마블 블록체인 사업목적에 추가 사업 진출에 속도 넷마블 블록체인 AI 음원 등 사업영역 확장 게임사 AI 선봉에 서다 성장성 갖춘 공모주 골라 투자 1년 수익률 12%,2
넷마블 사업목적에 블록체인 AI 등 추가 게임장벽 에 1년째 판호 못받는 업체들 고스톱 하루 10만원만 웹보드 규제 유지 가닥 뽑기 아이템 없는 착한 모바일 게임 뜬다,1
우리도 있다 게임업계 신흥 빅3 뜬다 ICT Science 넷마블 블록체인 AI 음원 등으로 영토 확장 나서 하루 5시간 집중근무뒤 나머지는 자율조정 인터넷 게임사 잇따라 사령탑 재정비 경영 새판짜기 나섰다 인터넷 게임 메신저 게임 웹툰 이어 SW까지 동남아로 확산되는 IT 한류 TV 예능까지 꿰찬 듀랑고 카톡 선물 게임 캐시 세금내라 기재부 과세 검토,1
개방적 온라인 플랫폼이 수익 창출 원천 액토즈소프트 올해 첫 신작 드래곤네스트M 27일 출격 드래곤네스트M 27일 출격 이어 한국에서도 통할까 넷마블게임즈 리니지2 레볼루션 인니 출시,1
게임 대장의 동반 부진 넷마블 엔씨 바닥 찍고 하이킥 IPO 채권발행 등 작년 증권신고서 증가 코스닥 증권신고서 여전히 부실,1
라그나로크M vs 드래곤네스트M 콘텐츠 이용 피해 게임이 가장 많아 IT거물들 AI에 올인 AI인재 부르는게 값,1
중소형 게임 신작 효과 기대감 눈도장 출근 없앴더니 눈치는 줄고 협업 늘었다 엔씨소프트 주가 하락 미스터리 왜 ICO는 거스를 수 없는 흐름 한국도 전면금지 빗장 풀까 증시캘린더 O2O 기업 첫 상장 케어랩스 오늘 공모주 청약,1
게임업계 연봉계약 갱신 올스톱 주52시간 근로제 7월 시행에 패닉 오늘의 증시 메모 3월 20일 국내 기업중 평균 연봉 1위는 SK이노베이션 추억의 SNS 싸이월드 AI 뉴스 로 부활하나,1
신작효과 탄력받은 게임 더 간다 두 돌 맞은 카카오게임즈 IPO 앞두고 경영체제 개편 하이일드펀드 지지부진 대박 공모주 담은 경우만 선방 혼란의 근로시간 단축 몸사린 기업들 허용된 특근마저 막아 단축 폐지 청원까지,1
방탄소년단의 빅히트엔터 작년 매출 924억원 162% 껑충,1
너를 위해 준비했어 게임 기획부터 해외유저 맞춤형 개발,0
태평양 올해의 저작권법 로펌 선정 출근시간 내 맘대로 과로 악명 IT업계 워라밸 훈풍 이번주 추천주 자회사 지분 가치 부각 SK CJ E M 노릴만 만리장성 에 막힌 게임한국 선 짝퉁 쏟아지고 판권 갈취도,1
게임업계의 다음 미션 를 선점하라 게임주 고공행진에 국내 첫 게임 ETF 나온다 모바일 포지션별 모바일중계 더 짜릿해진 게임 반갑다 프로야구 개막 포털 게임 AI 콘텐츠 융합 시도 본격화,1
여심잡은 라그나로크M 리니지2 누르고 매출 3위 게임업계 내달부터 모든 게임에 확률아이템 자율규제 스무살 리니지 어느덧 다둥이 아빠 인터넷 1년 엇갈린 희비 대주주 KT 일방통행식 경영 케뱅 혁신 걸림돌 되나,1
같은 날 주총여는 엔씨 넷마블 각각 투명성 신사업 강조 VR 띄우는 게임사들 미지근한 시장에 불 지필까,1
넷마블 상장 후 첫 주총 개최 게임즈 떼고 사업 다각화 작년 모바일게임 지출액 PC게임의 배 1분기 IB 리그테이블 모건스탠리 도이치 낚고 1위 등극 넥슨 확률형 아이템 9억 과징금 게임업체 아이템 당첨 확률 뻥튀기 광고 적발 가짜뉴스 경제적비용 30조 민주주의 심각한 위기 넷마블 엔씨소프트 주총서 사업다각화 의지 밝혀 넷마블 게임즈 AI 엔터로 확장 게임의 힘 배틀그라운드 하나로 6 000억 대박 카카오게임즈 연내 코스닥 상장 % 쥐꼬리 확률 아이템 공정위 철퇴,2
로또만큼 어려운 게임 아이템 뽑기 넷마블 넥슨의 사기극 아이템 확률 뻥튀기 게임3사 과징금 10억 확률형 아이템 눈속임 게임업체 자율규제 실효성 논란 자초 랜덤지급 알고 보니 % 온라인게임 아이템 뻥튀기 전문기자칼럼 한국게임 3등으로 밀려나지 않으려면 이번주 추천주 한한령 완화로 호텔신라 신세계 관심 득템 확률 부풀린 게임사에 10억 과징금 어쩐지 희귀템이 잘 안나오더라 뽑기확률 속인 게임사 억대 과징금 넥슨 등 게임사 3곳 과징금 10억 꽝 만 나오는 게임 아이템,1
밤샘 근무 대명사 IT업계 주 52시간 근무 7월 시행 앞두고 분주 트래픽 깡패 유튜브 망사용료 무임승차에 업계 부글부글 몸값 치솟는 AI인재 기업들 인원 제한없이 뽑아요 방준혁 의장 작년 연봉 26억,1
아이폰 화웨이 자체 자국 칩 조달땐,0
넷마블 방탄소년단 소속사 빅히트에 2000억 투자 미래 성장동력 산업계 AI 열풍 넷마블 BTS 소속사 2014억 투자 블록체인 손 대는 게임 눈치보기서 선점으로 태세전환 넷마블 방탄소년단 빅히트에 2014억 투자 엘큐브 홍대점 게임 놀이터 로 탈바꿈 방방형제 게임 엔터 콘텐츠 제국 꿈꾼다 게임 엔터 대세끼리 뭉쳤다 넷마블 빅히트에 2천억 투자 넷마블 방탄소년단 소속사에 2014억 투자 2대 주주로 넷마블 방탄소년단 소속사에 2000억 지분투자 2대 주주로 방탄소년단 몸값 1조 육박 SM과 맞먹는다,1
아이돌 IP 품은 게임 기대감 솔솔 VR 바람 타고 게임 스마트폰을 탈출하다 fn스트리트 BTS 월드 클라우드업계 게임사 공략 잰걸음 아마존 아성 깬다 롯데 홍대에 게임 전문매장 오픈 MT리포트 대박내고 떠나는 사람들 스톡옵션의 두 얼굴 횡설수설 정세진 게임이 된 방탄소년단 웹디자이너 자살 유족 시민단체 에스티유니타스 고발 왕좌 굳히기 퀘스트 들어간 넷마블 비상벨 울린 지재권 대형매장에 짝퉁 나이키 버젓이 진열 SW 70%가 카피본 방탄소년단 품은 넷마블 레벨업 노린다 롯데 홍대점 패션 잡화 떼고 게임관 변신,1
1000억 벌어오는 카카오 라 전무 또 특진하겠네 주간증시전망 코스닥 벤처펀드 호재 타고 1분기 실적시즌 시작 아이돌 앞세워 글로벌 대박 꿈꾸는 게임 수술대 오른 공매도 거래 활성화 버블 감소 순기능에도,1
가상화폐로 게임 아이템 거래 성큼 한국서 게임 키우는 구글,1
엔씨는 왜 비게임 카톡 이모티콘을 출시했을까 주52시간 근무 IT업계 묘수는 탄력근무 실감현장 꼼수 쓰다 게임 오버 될라 벌써 6곳 상장예심 청구 코스피 공모시장 부활 제2의 근로혁명 길을 묻다 IT R D는 생산라인과 달라 탄력근무제 늘려야 글로벌 경쟁 모회사 넥슨 뛰어넘은 네오플 게임업계 첫 영업익 1 돌파 확률형 아이템 다음엔 레드오션에 빠진 국내 게임업계,1
카뱅 주주 균열조짐 유상증자 빨간불 카카오뱅크 유상증자 난항 논란에,1
가산 하우스디어반 제2의 강남 벤처밸리 오피스텔 분양 게임업계 빅3 연간 매출 7조 시대 여나 펄어비스 3월 넥슨 넷마블 제쳤다 17개 게임 합쳐도 검은사막이 우위 사드 해빙 훈풍에 소비재펀드도 온기,1
인기 게임은 왜 구글 앱마켓에서만 팔까 카드뉴스 게임업계 부는 AR VR바람 현질 유도 게임아이템 첫 집단소송 공정위 구글 앱마켓 불공정행위 조사,0
실적 추락에 털썩 주저앉은 게임 넷마블 새내기 대기업 지정되나,1
IT기업의 대기업집단 잇단 지정이 걱정스런 이유 공매도 세력 콕 찍었더니 주가 털썩 카카오 증권사는 사라는데 파는 큰손들 넷마블 엔씨 종합엔터사 변신중 강대현 넥슨 인텔리전스랩스장 게임 AI 인재 무제한 채용 보장 받았죠 3월 이후 출시된 게임 매출 분석해보니,1
넷마블 전략 MMO 개척 아이언쓰론 5월 출시 넷마블 첫 대작 아이언쓰론 출격 전략MMO 로 해외 공략 스타트 김종인 에브리플레이 대표 PC방 이어 운동 관리프로그램 석권 넷마블 아이언쓰론 첫 공개 글로벌 전략 MMO 선도할 것 게임의 재미 알고있나 늘 고민 재미 보증하는 개발사 되겠다,0
바이오 열풍에 편승 상장사 간판교체 봇물 오늘의 증시 메모 4월 20일 넷마블 신작 아이언쓰론 내달 출시 넷마블 전략 MMO 아이언쓰론 내달 251개국 동시 출격 넷마블 세계 모바일 조준 아이언쓰론 등 게임출시 속도 비즈 넷마블 신작 아이언쓰론 공개 근로시간 단축 준비 일하는 디테일이 바뀐다 스타크 리니지 바람의 나라 3040의 장수 게임 비결은 호실적에도 못 웃는 게임주 신작 출시 지연에 미끄럼 게임업계 빅3 차별화 행보 눈길,1
MS 클라우드 넥슨도 뚫었다 클라우드 업계 게임 시장 승부 치열 삼성 이건희서 이재용 롯데 신격호서 신동빈 총수 바뀐다 단독 교육공룡 에스티유니타스 상장 본격화 시총 조 넷마블 펜타스톰 월드컵 한국대표 선발 매크로 악용 꼼짝마 게임업계 철통대응 이슈분석 근로시간 단축 게임 출시 직전 일 몰려 연장근로 불가피 이익증가율 비해 주가 더디게 상승 한국주식 싸다 국내 최초 모바일게임 개발업체 컴투스 3년 전 고점 뚫나,1
넥슨vs넷마블vs엔씨 왕좌의 게임 시작됐다 코스닥 게임주 열기 코스피 이탈 투심까지 빨아들인다,1
준대기업 앞둔 넷마블 우려 앞선다 바닥 기는 넷마블 탈출 성공할까 신문과 놀자 주니어를 위한 사설 따라잡기 게임이 된 방탄소년단,1
외국인 IT BT 콕 찍어 팔아 20일새 삼성전자 5천억 매도 카뱅 5000억 유상증자 성공 넥슨의 다양성 DNA로 세상에 없던 게임 만들 것 넷마블 피싱스트라이크 낚시 초보도 짜릿한 손맛 월척과의 밀당 이정헌 대표 넥슨 원점으로 독립 개발 스튜디오 최전선 에 한국게임 보릿고개 넘는 중 엔씨 넷마블 하락 펄어비스 상승 카뱅 우려 딛고 2차 증자 마무리 자본안정성 숨통,1
게임업계 영역확대 무한게임 AI 블록체인 엔터까지 질주 넷마블도 합류 IT업계 총수 4명 된다 넷마블 준대기업 지정 유력,2
셀트리온 허쥬마 트룩시마 성장세 35만원 목표 배틀그라운드 성장성 공격적 M A 전략 주목 월요전망대 6개월째 물가 1%대 탈출 가능성 인플레 압력 커지나 5 규모 IT기업에 100대 기업 잣대 녹슨 칼 에 4차산업 발목 잡힐라 이재용 신동빈 그룹총수 만든 공정위 이슈분석 대기업 정의 다시쓰는 ICT 기업 넷마블도 대기업 반열에 넷마블 준대기업집단 지정 총수 방준혁 의장 넷마블도 대기업 집단 IT업계 네번째 지정 삼성 이재용 롯데 신동빈 30년 만에 총수 변경 배그 개발자들 성과급 대박 1인 최고 50억 받는다 신작부재로 고전했던 넷마블 2분기 반등 채비 넷마블 1분기 고전 5월 신작 대반격 넷마블 1Q 영업익 63% 신작 앞세워 반등 노린다 경영 손 떼고 지분율 %로 줄여도 네이버 총수 이해진 고집하는 공정위 배그 개발자 성과금 대박 1인 최대 50억 삼성SDS 깜짝실적 순익 45% 쑥 1분기 실적발표 외국인 한반도의 봄 에 베팅,2
삼성 롯데 총수 변경 왜 이재용 신동빈 실질적 경영 판단 넷마블도 준대기업 방준혁 의장 총수 지정 넷마블문화재단 장애인권교육용 어깨동무문고 컨퍼런스 개최 산업 활력 떨어지는데 기업만 옥죄는 정부 삼성 이재용 롯데 신동빈 30년 만에 총수 로 변경 사망한 사람 총수로 발표뒤 정정 소동 얼빠진 공정위 삼성 총수 이재용으로 변경 롯데는 신동빈으로 삼성 이재용 롯데 신동빈 새 총수로,1
고마워 어벤져스,0
내부고발자 명단 해당 기업에 알려준 고용부 신작 앞세워 반등 노리는 넷마블 주가 전망은 글쎄 IPO 강자 한국투자증권 고민 커진다 안 지켜도 그만 자율규제 노력 찬물 끼얹는 해외게임 기존게임 흥행 하향곡선에 신작에 목마른 게임주 카카오게임즈 코스닥 상장예심 게임 빅3 체제 뒤바꿀지 주목,0
해리포터부터 마블 영웅들까지 영화 주인공 모바일 게임 속으로 황준혁 펀드매니저 사드피해 해소 코스닥 육성책 수혜 주목,1
여전히 노동자 울리는 근로감독관 갑질,1
참석해주신 분들 카카오게임즈 코스닥 상장예심 청구서 제출 MMORPG 모바일서도 통한다 리니지2 레볼루션 이 증명했죠,2
삼성의 차선책 우선 선택적 근로시간제 적용키로 게임 빅3 울리고 웃긴 중국 1분기 실적 희비교차 게임 빅3 매출경쟁 1분기 넥슨이 먼저 웃었다 카카오게임즈 상장 급물살 코스닥 예비심사 청구 넥슨 사상최대 매출 1년만에 1위 탈환 리니지M 던파의 힘 게임 빅3 첫 스타트 굿 IP가 가른 3N 의 1분기 성적표 해외실적 날개 단 넥슨 매출 1위 재탈환 넥슨 사상 최대 실적 엔씨 영업 570% 넷마블 리니지2 레볼루션 남미 공략,1
합병발표 후 힘못쓰는 CJ E M 주가 증권가 저평가 심각 게임 빅3 이번주 핫한 마케팅 전쟁 유럽시장 공략 나선 게임업계 25일 발효 GDPR 대비 만전 기업 임원 평균연령 만 세 최고 62세 최저 44세 넥슨 1분기 매출 8953억 분기 최대 실적 LG G7씽큐 넥슨 협력 카이저 탑재 영화 원작게임 미국서 인기몰이 하반기엔 중소형 게임주 주목,1
출시 1년 1 매출 리니지M 김택진 엔씨소프트 대표 PC버전과 결별 독자적 길 간다 손잡은 넷마블 엔씨 형 만한 아우 블소로 흥행 2탄 쏜다 게임 3N 내년 연매출 7조 넘어설까 김택진 리니지M 글로벌 IP로 재탄생 넷마블 해리포터 글로벌 돌풍 노동계 공짜 야근 부르는 제도 경제계 장시간 근로와는 무관,1
