company,date,title,rise
크래프톤,2021-10-06,빅히트 크래프톤 미리 담자 장외주식으로 번진 공모주 열풍,2.0
크래프톤,2021-10-07,인도 중국 갈등 나비효과 배그신화 크래프톤 상장 적신호,4.0
크래프톤,2021-10-08,상장 대박 카카오게임즈 줄퇴사 없는 이유 있었네,2.0
크래프톤,2021-10-12,배그에 몰린 개미들 상장전 미리 찜하자,4.0
크래프톤,2021-10-13,국내 번째 유니콘기업 탄생 쏘카 모빌리티 기업 최초 등재,2.0
크래프톤,2021-10-14,광풍에 장외시장도 후끈 적정가 따져봐야,2.0
크래프톤,2021-10-15,미국 화웨이 이어 텐센트 때리기 중국판 카톡 위챗 못쓰게 막는다,2.0
크래프톤,2021-10-18,빅히트 카카오뱅크 크래프톤 초대어들이 몰려온다,4.0
크래프톤,2021-10-19,카뱅 대신 예스 빅히트 대신 넷마블,2.0
크래프톤,2021-10-20,텐센트 투자받은 게임 엔터 불똥 튀면 어쩌나 바짝 긴장,2.0
크래프톤,2021-10-21,트럼프 바이트댄스 이어 텐센트 때리기 텐센트 리스크 안은 크래프톤,2.0
크래프톤,2021-10-22,폐암 신약 임상 상 진입 초읽기 글로벌 제약사 잇단 러브콜,2.0
크래프톤,2021-10-25,시그널 카카오게임즈 초기 투자사 원금대비 배 수익 대박,2.0
크래프톤,2021-10-26,소외계층 돌봄부터 방 지원정책 까지 코로나 시대에도 활발한 게임사,4.0
크래프톤,2021-10-27,소니 콘솔 게임기 년 만에 리턴 매치,2.0
크래프톤,2021-10-28,텐센트 리스크 에 발목 잡힌 한국 게임,0.0
크래프톤,2021-10-29,클래스 김강석 블루홀 전 대표 경영고문으로 위촉,2.0
크래프톤,2021-11-01,크래프톤에 빅히트 카뱅 시장 더 센 놈 들이 온다,2.0
크래프톤,2021-11-02,시그널 몸값 대어 배그 제작사 크래프톤도 상장한다,2.0
크래프톤,2021-11-03,단독 올해 리니지보다 많이 번 게임 배틀그라운드 돌격 코스피로,0.0
크래프톤,2021-11-04,콘솔시장 세대교체로 게임 불붙나,2.0
크래프톤,2021-11-05,카뱅에 크래프톤까지 대어 러시에 뜨거워진 주관사 경쟁,0.0
크래프톤,2021-11-08,빅히트 크래프톤 카뱅 공모 초대어 다음 주자 줄줄이 대기,0.0
크래프톤,2021-11-09,빅히트 못잖은 주식 있는데 장외시장 미끼매물 주의보,4.0
크래프톤,2021-11-10,시총 조 거론 크래프톤 게임업계 지각변동 예고,4.0
크래프톤,2021-11-11,준비 속도내는 카카오페이 야놀자 크래프톤,4.0
크래프톤,2021-11-12,엔터 게임 공룡 증시를 달군다,2.0
크래프톤,2021-11-15,단독 토종 유니콘 야놀자 상장작업 착수,2.0
크래프톤,2021-11-16,카카오게임즈 간만에 웃었는데 의무보유물량 내달 대거 풀린다,2.0
크래프톤,2021-11-17,하반기에도 빅히트 예감,4.0
크래프톤,2021-11-18,사설 잇단 공모주 열기 반갑지만 경계 늦추지 말길,0.0
크래프톤,2021-11-19,과 달라진 게임 삼총사 매출 %를 해외서 벌었다,2.0
크래프톤,2021-11-22,게임 삼총사 르네상스 연다,0.0
크래프톤,2021-11-23,년째 수출 막힌 게임 한한령 깨야 레벨업,0.0
크래프톤,2021-11-24,공모주 청약 돌입한 빅히트 차기 주자들에 활황 기대감,2.0
크래프톤,2021-11-25,빅히트 온다 돈 몰리는 공모주 펀드,2.0
크래프톤,2021-11-26,장병규 크래프톤 의장 정글 사관학교 로 제 제 김창한 만든다,2.0
크래프톤,2021-11-29,판교 카카오빌딩 에 기관 빅 눈독,2.0
크래프톤,2021-11-30,공모주 투자붐 물 들어올 때 노 젓자 조단위 대어 등판 대기,2.0
크래프톤,2021-12-01,빅히트 청약 조 몰려 억 넣었으면 달랑 주,0.0
크래프톤,2021-12-02,조 크래프톤 상장 따내라 글로벌 혈전,4.0
크래프톤,2021-12-03,빅히트 청약 자금 대이동에 예탁금 조 밑으로,2.0
크래프톤,2021-12-06,오늘의 레이더 뉴스 월 일,0.0
크래프톤,2021-12-07,콘솔 불모지 한국시장 년새 눈부신 성장,2.0
크래프톤,2021-12-08,공모주 억에 부담된다면 펀드로 투자해볼까,2.0
크래프톤,2021-12-09,내년 몰려오는 대어급 상장 시장 더 달아오른다,4.0
크래프톤,2021-12-10,마켓인 공모주 대박 행렬에 꿈틀거리는 주가,4.0
크래프톤,2021-12-13,크래프톤 장병규 의장 사관학교 정글 후원 정예 개발자 키운다,2.0
크래프톤,2021-12-14,마켓인 텐센트 대어 크래프톤 주식 주당 만원에 샀다,2.0
크래프톤,2021-12-15,빅히트 청약 이후 돈 빠지는 코스닥 벤처펀드,2.0
크래프톤,2021-12-16,기존 주주들 대거 차익실현 빅히트 데뷔 축포 불발,2.0
크래프톤,2021-12-17,단독 공모주 개미물량 내달부터 확대,4.0
크래프톤,2021-12-20,단독 상장 최대어 크래프톤 내부통제는 허술 금감원 무더기 제재,0.0
크래프톤,2021-12-21,에너지 크래프톤 카카오뱅크 다음 들은 다를까,2.0
크래프톤,2021-12-22,빅히트 급락에 공모주 거품논란 옥석가리기 시작,2.0
크래프톤,2021-12-23,크래프톤 속도전 닷새만에 숏리스트 선정,2.0
크래프톤,2021-12-24,카카오게임즈 흥행 공모 욕심보다 주주 배려,2.0
크래프톤,2021-12-27,따상할 줄 승기 취한 동학개미들 공모주선 연일 죽쒀,0.0
크래프톤,2021-12-28,빅히트 부진에도 분기 공모주 청약열기 이어질 듯 마이머니,4.0
크래프톤,2021-12-29,쏘카의 부활 타다금지법 떨치고 번째 유니콘 됐다,2.0
크래프톤,2021-12-30,오늘의 레이더 뉴스 월 일,2.0
크래프톤,2022-01-03,중기부 집계 유니콘은 개 정확한 현황 파악 필요,2.0
크래프톤,2022-01-04,티몬 쏘카도 유니콘 모두 곳,0.0
크래프톤,2022-01-06,쏘카 추가 국내 유니콘 개로,0.0
크래프톤,2022-01-05,국내 유니콘 현황 중기부 첫 공식 집계해보니 곳 종합,0.0
크래프톤,2022-01-07,크래프톤 주관사 따내자 대 증권사 수장들 판교 혈투,2.0
크래프톤,2022-01-10,배그 놓칠 수 없다 크래프톤 본사에 증권사 수장들 총출동,0.0
크래프톤,2022-01-11,게임 전시회 지스타 언택트 개최,0.0
크래프톤,2022-01-12,머니 매니저의 종목,2.0
크래프톤,2022-01-13,성장 에 소외된 리츠의 재발견 %대 배당 짭짤 자금 몰려,0.0
크래프톤,2022-01-14,지스타 메인 스폰서에 위메이드,2.0
크래프톤,2022-01-17,데스크 칼럼 속앓이하는 업계,2.0
크래프톤,2022-01-18,기고 디지털 뉴딜 시대에 걸맞은 게임 절실,2.0
크래프톤,2022-01-20,대어 크래프톤 대표주관사 미래에셋,2.0
크래프톤,2022-01-19,마켓인 내년 최대어 크래프톤 주관사에 미래에셋대우,0.0
크래프톤,2022-01-21,크래프톤 상장 주관사에 미래에셋대우,0.0
크래프톤,2022-01-24,크래프톤 상장주관사에 미래에셋대우 등 곳 선정,0.0
크래프톤,2022-01-26,간만의 대작 엘리온 출시 개발사 크래프톤 에 청신호,0.0
크래프톤,2022-01-25,엘리온 에 목맨 동지 카겜 크래프톤 의 속사정,0.0
크래프톤,2022-01-27,엘리온 월 일 출시 국내 최초 구매 후 이용 요금제 채택,0.0
크래프톤,2022-01-28,크래프톤 카카오게임즈 야심작 엘리온 베일 벗다,4.0
크래프톤,2022-02-03,크래프톤 카카오게임즈 엘리온 월 출시,2.0
크래프톤,2022-02-04,마켓인 더 크기 전에 찜하자 불붙은 프리 투자 경쟁,4.0
크래프톤,2022-02-07,대어 크래프톤 신작 출시 액면분할 수순 밟을까,4.0
크래프톤,2022-02-08,사상 첫 온택트 지스타 미르 등 기대작 베일 벗는다,2.0
크래프톤,2022-02-09,장애인도 이용 쉬운 키오스크 만들었죠,2.0
크래프톤,2022-02-10,카카오게임즈 상장 첫 성적표 엘리온 만 믿고 간다 종합,2.0
크래프톤,2022-02-11,카카오게임즈 상장 첫 발표부터 방긋 엘리온 오딘 으로 기세 이어간다 종합,0.0
크래프톤,2022-02-14,카카오게임즈 서프라이즈,4.0
크래프톤,2022-02-15,카카오게임즈 매출 억 분기 최고 실적 상보,4.0
크래프톤,2022-02-16,배그 모바일 인도시장 철수 흔들리는 크래프톤 관련,2.0
크래프톤,2022-02-17,제가 제작한 미생 시그널처럼 착한 한국 콘텐츠 세계서 호평,2.0
크래프톤,2022-02-18,크래프톤 유저 정보보안 강화,2.0
크래프톤,2022-02-21,년 조원 기록 깰까 시장 내년이 더 뜨겁다,2.0
크래프톤,2022-02-22,소니 게임 콘솔 년만에 맞대결,2.0
크래프톤,2022-02-23,이슈분석 온라인 개최 지스타 영상 콘텐츠로 현장감 엔터테인먼트 경험 전달,4.0
크래프톤,2022-02-24,로터리 유니콘 스타트업의 꿈,2.0
크래프톤,2022-02-25,릴레이 분석 인베스트먼트 년간 순내부수익률 % 성장단계별 후속 투자가 비결,2.0
크래프톤,2022-02-28,게임 년 기다린 리그오브레전드 등판 게이머 흥분되네,4.0
크래프톤,2022-03-02,그때가아쉽지만 곳에서 즐기세요,2.0
크래프톤,2022-03-03,조 몸값 프레스티지바이오 공모 착수,2.0
크래프톤,2022-03-07,유럽 콘솔 강세에 엔씨소프트 넷마블 도전장,0.0
크래프톤,2022-03-08,김빠진 에 공모주펀드 자금 썰물,2.0
크래프톤,2022-03-10,이슈분석 뜨거웠던 주요 기업들 성적 어땠나,4.0
크래프톤,2022-03-11,나눔은 기독교의 본질 원로부터 나눠야,0.0
크래프톤,2022-03-14,김중곤 투자증권 본부장 시장은 기업 투자자 공생 생태계 돼야,2.0
크래프톤,2022-03-15,지스타 일 개막 빅게임 신작 총출동,2.0
크래프톤,2022-03-17,차세대 대 테크기업에 기업 곳,2.0
크래프톤,2022-03-16,내년 카뱅 크래프톤 공모 개인물량 늘린다,2.0
크래프톤,2022-03-21,국내최대 게임축제 지스타 일 개막,0.0
크래프톤,2022-03-22,답정너 업계 반발에도 공모주 개인 배정 물량 확대,2.0
크래프톤,2022-03-23,게임대상 박용현 넷게임즈 대표 오리지널 로 역사 한페이지 장식,2.0
크래프톤,2022-03-24,올해 지스타 주인공은 나야 나 넥슨 게임대상 관왕,2.0
크래프톤,2022-03-25,신작 봇물 기업공개 줄이어 체급 불리는 중견 게임사들,2.0
크래프톤,2022-03-28,콘솔 한국 할당 물량 완판,0.0
크래프톤,2022-03-29,랜선으로 옮겨온 현장 열기 전세계와 소통하며 즐겨요,2.0
크래프톤,2022-03-30,장현국 위메이드 대표 미르 대표 로 키우겠다 리니지처럼,2.0
크래프톤,2022-03-31,여기는 지스타 그래도 게임은 계속된다 신작 열기 후끈,2.0
크래프톤,2022-04-01,백미 스포츠 포함 모든 행사 지스타 통해 실시간 중계,2.0
크래프톤,2022-04-04,야놀자 상장하자 대표주관사에 미래에셋,4.0
크래프톤,2022-04-05,공모주 우선배정 축소 하이일드펀드 내년까진 맑음,2.0
크래프톤,2022-04-07,지스타 결산 흥행 구원투수 넥슨의 복귀 인디게임도 주목,2.0
크래프톤,2022-04-11,온택트 시도 좋았지만 글로벌 게임사 참여 유도엔 역부족,2.0
크래프톤,2022-04-12,넥슨 북미 유럽 겨냥 신작게임 공개,0.0
크래프톤,2022-04-13,클라우드 샛별 클루커스 년 만에 기업가치 억,2.0
크래프톤,2022-04-14,수백만명 몰린 지스타 라이브 온택트서도 신기록 쐈다,2.0
크래프톤,2022-04-15,엘리온 출격 승부겜성 자극 지스타 리포트,2.0
크래프톤,2022-04-18,크래프톤 예능 콘텐츠로 엘리온 원정대 게임 알리기 나서,2.0
크래프톤,2022-04-19,코로나 속에도 뜨거웠던 지스타 나흘간 만명 온라인 관람,2.0
크래프톤,2022-04-20,공모주 흥행 오락가락해도 열기 안식는 까닭은,2.0
크래프톤,2022-04-21,매출 배 키우고 야구도 챔피언 게임산업 경제 주류로 올라서다,2.0
크래프톤,2022-04-22,언택트 수혜 잘 나가는 게임업계 남모를 속앓이,0.0
크래프톤,2022-04-25,저금리가 키운 유니콘기업 전세계 개 넘어서,0.0
크래프톤,2022-04-26,통큰 아마존 억달러 특별보너스,4.0
크래프톤,2022-04-27,시그널 상장 시동 바이오사이언스 백신개발 능력 갖춰 몸값 조 넘길까,0.0
크래프톤,2022-04-28,워런 버핏도 투자한 공모주 잘 고르려면 을 보라,2.0
크래프톤,2022-04-29,로터리 코로나 위기와 벤처캐피털,4.0
크래프톤,2022-05-02,테슬라 관련 명신산업 연말 청약 시장 달군다,2.0
크래프톤,2022-05-03,시장 훈풍 명신산업 경쟁률 대 역대 최고,2.0
크래프톤,2022-05-04,카뱅 공모 주관사 잡아라 증권사 판교 대전,2.0
크래프톤,2022-05-06,상장 준비 크래프톤 배그 신화 펍지 흡수합병 통합법인 출범,2.0
크래프톤,2022-05-09,거품 논란에도 몰리는 돈 연말 공모주 시장 훈풍,2.0
크래프톤,2022-05-10,월 주식 채권 발행 % 늘어,0.0
크래프톤,2022-05-11,지난달 % 고수익 공모주 내년엔 더 달아오른다,4.0
크래프톤,2022-05-12,톡톡 금융 카뱅 잡아라 증권사 까지 총출동,2.0
크래프톤,2022-05-13,중국 게임 한한령 풀었다 정부 컴투스 인기작 허가,2.0
크래프톤,2022-05-16,년만에 한국 게임 허가 샴페인 터뜨릴 땐 아니다,0.0
크래프톤,2022-05-17,판호 다음엔 침해 도용 혼돈의 카오스 중국,2.0
크래프톤,2022-05-18,스타트업 열정에 벤처홀릭 민간주도 벤처생태계 자리잡길 이사람,4.0
크래프톤,2022-05-19,엔씨 크래프톤 펄어비스 내년 게임 대전 펼친다,0.0
크래프톤,2022-05-20,뜨거웠던 기업공개 내년에도 흥행할것,4.0
크래프톤,2022-05-23,뒷북치는 자본시장 규제 더 달아오를 내년 조 대기,2.0
크래프톤,2022-05-24,배그 성공신화 잇는다 대작 엘리온 일 출격,0.0
크래프톤,2022-05-25,카카오게임즈 엘리온 월 일 그랜드 오픈,4.0
크래프톤,2022-05-27,넵튠 한 달 새 % 급등 과열 게임 스타 탄생,0.0
크래프톤,2022-05-26,꿈 먹고 크는 바이오 공모주 수익률 톱 중 곳,2.0
크래프톤,2022-05-30,유료 게임 통할까 카카오게임즈 상장 후 첫 신작 엘리온 출격,4.0
크래프톤,2022-05-31,게임 사이버펑크 상륙 부품시장까지 들썩,2.0
크래프톤,2022-06-02,시그널 내년 국내 공모 년 만에 역대 최고치 갈아치운다,0.0
크래프톤,2022-06-03,내년 글로벌 시장 투자 광풍 몰아친다,2.0
크래프톤,2022-06-08,크래프톤 야놀자 내년 큰 장 선다,2.0
크래프톤,2022-06-07,크래프톤 스마일게이트 카카오페이지 시총 조 판 키워줄 역대급 줄이어,4.0
크래프톤,2022-06-09,따상 공모주 최고 수익률 % 영끌 웃었다,2.0
크래프톤,2022-06-10,게임 하나에 수십억 잭팟 인센티브 기대감 증폭되는 게임업계,2.0
크래프톤,2022-06-13,뜨거운 콘텐츠 조 시대 연다,0.0
크래프톤,2022-06-14,크래프톤 카뱅 등 초대어 대기 내년 역대급 공모시장 열린다,2.0
크래프톤,2022-06-15,정성인 한국벤처캐피탈협회장 벤처거품 말할때 아니다 창업 더 늘어야,2.0
크래프톤,2022-06-16,가장 관심받는 게임사 대표는 김택진 호감도는 김정주,0.0
크래프톤,2022-06-17,선진국 길 개척 참치왕 김재철 억 에 기부,4.0
크래프톤,2022-06-20,어려울 때일수록 교육에 투자해야 에 줄잇는 통큰 기부,2.0
크래프톤,2022-06-22,김재철 동원 명예회장 인재 키워달라 에 억 기부,0.0
크래프톤,2022-06-21,혁신기업 육성한다더니 올해 신입 유니콘 기업 단 곳,4.0
크래프톤,2022-06-23,유니콘 개 나올때 규제 묶인 단 한곳뿐,2.0
크래프톤,2022-06-24,한국의 미래 에 기부하는 원로 기업인들,4.0
크래프톤,2022-06-27,넵튠 영원회귀 글로벌 게임 판도 바꿀 것,0.0
크래프톤,2022-06-28,게임 구글 검색하니 게임 노출 황당,0.0
크래프톤,2022-06-29,에너지솔루션 내년 코스피 상장 두고 갑론을박 진실은,0.0
크래프톤,2022-06-30,카카오게임즈 넵튠에 억 투자,0.0
크래프톤,2022-07-01,유동성 조 내년 시장 활황 예고 에너지솔루션 등 대어 줄줄이 대기,2.0
크래프톤,2022-07-04,따상 조 신기록 이어진다,4.0
크래프톤,2022-07-05,게임의 계절이 왔다 엘리온 영원회귀 인기몰이,2.0
크래프톤,2022-07-07,리니지 올 한국 게임 매출 위,4.0
크래프톤,2022-07-06,단독 조 코스닥펀드 소득공제혜택 년 연장한다,4.0
크래프톤,2022-07-08,명암 바뀐 억원 게임 이유는 약속,2.0
크래프톤,2022-07-11,월은 비수기 공모액 역대 최대,2.0
크래프톤,2022-07-12,대어급 기업공개 활력 제공 돌파,2.0
크래프톤,2022-07-13,게임 해냈다 배그 모바일 세계 매출 위 등극,4.0
크래프톤,2022-07-14,따따상 가즈아 열풍 청약증거금 새 역사 증시 결산,2.0
크래프톤,2022-07-15,코로나 위기 뚫고 더 강해진 기업들,0.0
크래프톤,2022-07-18,시그널 따상 곳 대 이상 곳 기록 새로 쓴 한해,2.0
크래프톤,2022-07-19,코로나로 유례없는 특수 게임회사 몸값 눈앞,2.0
크래프톤,2022-07-20,중세 유럽 장인들의 연합 크래프트 길드 서 따와 도전 멈추지 않는 게임명가,4.0
크래프톤,2022-07-21,최고 수익률 % 화려했던 올해 공모주 파티,4.0
크래프톤,2022-07-22,아듀 증시 신기록 파티 최고 수익률 박셀바이오,2.0
크래프톤,2022-07-25,코스닥벤처펀드 일몰 년 연장 펀드업계 환영,2.0
크래프톤,2022-07-26,효과 시총 조 클럽 개,2.0
크래프톤,2022-07-27,마켓컬리 카뱅 사고파는 비상장주식 플랫폼 서울거래소 개설,0.0
크래프톤,2022-07-28,억원 억원 카카오게임즈 선구안 화제,2.0
크래프톤,2022-07-29,마켓인 내년 우량자산 담자 신한알파리츠 발빠른 행보,0.0
크래프톤,2022-08-01,크래프톤 펍지 일자리 창출 대통령 표창,4.0
크래프톤,2022-08-02,크래프톤 카카오뱅크 공모주 파티 올해는 더 뜨겁겠네,2.0
크래프톤,2022-08-03,집콕 에 훨훨 난 한국 게임 산토끼 마음까지 잡았다,4.0
크래프톤,2022-08-04,최소 곳 새해 월 공모주 풍년,4.0
크래프톤,2022-08-05,우보천리 의 마음으로 힘차게 걸어가겠습니다 소띠 인사들의 새해 포부,0.0
크래프톤,2022-08-08,열기 띤 증시 새해 첫 상장 코스피 호 상장은 솔루엠 예정,2.0
크래프톤,2022-08-09,대어 줄줄이 공모주 시장 올해 더 뜨겁다,2.0
크래프톤,2022-08-10,연초 비수기 옛말 따상 신화 계속된다,0.0
크래프톤,2022-08-11,국내 게임산업 올해 % 성장 넘는다,4.0
크래프톤,2022-08-12,역대급 유동자금 대어급 공모주 대기 선 넘어 가즈아 마이머니,2.0
크래프톤,2022-08-16,야놀자 쏘카 등 유니콘 곳 상장 추진,2.0
크래프톤,2022-08-17,희망 달라지는 금융 보험제도 법정 최고금리 %로 가입조건 만 세 이상으로 확대,2.0
크래프톤,2022-08-18,시그널 토종 역차별 법에 크래프톤 대박 은 텐센트로,0.0
크래프톤,2022-08-19,김택진 효과 엔씨소프트 게임 이용자 호감도 위,2.0
크래프톤,2022-08-22,개인 빚투 조 육박 실물경제 괴리된 유동성 함정 우려,2.0
크래프톤,2022-08-23,생생확대경 벤처 흰소처럼 다시 힘차게,0.0
크래프톤,2022-08-24,박정호 이해진 장병규 김봉진 대박신화 주인공들 꿈의 도전,2.0
크래프톤,2022-08-25,권혁빈의 스마일게이트 조 클럽 다음은 한국판 디즈니,2.0
크래프톤,2022-08-26,흥행 준비 분주한 시장 동학개미 청약 문턱도 낮아져,2.0
크래프톤,2022-08-29,크로스파이어 배틀그라운드 리니지 눈여겨봤다,0.0
크래프톤,2022-08-30,따상 맛본 개미들 공모주 열공 물만난 기업들 상장 러시,4.0
크래프톤,2022-09-01,김범수 김봉진 방준혁 창업자들은 왜 의장님 이 됐을까,0.0
크래프톤,2022-08-31,코로나 블루 가 웬 말 직원 사기 진작 나선 게임사들,4.0
크래프톤,2022-09-02,화면 몰입감 짜릿한 손맛 콘솔게임의 시간이 온다,2.0
크래프톤,2022-09-05,배달의민족 키운 인베 천억 펀드 결성,2.0
크래프톤,2022-09-06,올해 첫 주자 엔비티 공모주 열기 이어갈까,2.0
크래프톤,2022-09-08,올해 시장 열린다,2.0
크래프톤,2022-09-13,개미에게 더 열린 공모주 따상 꿈꾸기 전 리스크 체크 꼭,4.0
크래프톤,2022-09-15,에너지솔루션 본격화 주관사 선정 입찰제안서 발송,2.0
크래프톤,2022-09-14,새해도 공모주 돌풍 엔비티 청약 신기록,0.0
크래프톤,2022-09-16,게임 콘솔 전쟁 대형 게임 올해도 뜨겁다,2.0
크래프톤,2022-09-19,펍지 배틀그라운드 모바일 새해 첫 업데이트,0.0
크래프톤,2022-09-21,지난해 국내 게임 이용자 카트라이더 접속 리니지 지출 많았다,2.0
크래프톤,2022-09-22,이학영 칼럼 코리아 프리미엄 파먹는 디스카운트 집단,0.0
크래프톤,2022-09-23,업계 창업자는 이사회 의장 직을 왜 좋아할까,0.0
크래프톤,2022-09-26,올 상장 규모 사상최대 총공모금액 조 육박할 듯,2.0
크래프톤,2022-09-27,뜨거운 증시만큼 달궈진 시장 흥행 열기 이을까,2.0
크래프톤,2022-09-28,포스트 배틀그라운드 엘리온 흥행 실패 후속작 없는 크래프톤 동력 시드나,0.0
크래프톤,2022-09-29,몸푸는 미래 먹거리산업 들 흥행 신기록 쓴다,2.0
크래프톤,2022-09-30,웬만하면 다 대박 기관도 공모주 묻지마 투자,4.0
크래프톤,2022-10-05,게임사들 코로나 장기화에 사내 복지 톡톡 재택 워라벨 견인,0.0
크래프톤,2022-10-04,유니콘 문턱 높아지지만 마켓컬리 당근마켓 합류 유력,2.0
크래프톤,2022-10-06,연초부터 후끈 달아오른 시장,2.0
크래프톤,2022-10-07,잠잠했던 게임사 올해 훈풍 기대,0.0
크래프톤,2022-10-12,게임 발빠른 모바일 변신 시총 조 시대 연다,2.0
크래프톤,2022-10-11,마켓인 소액으로도 마켓컬리 무신사 주주 될 수 있죠,0.0
크래프톤,2022-10-13,고맙다 코스피 국내 주식형펀드 % 년만에 최고,0.0
크래프톤,2022-10-14,시론 스타트업 주가전망,4.0
크래프톤,2022-10-17,삼성증권 억 이상 고액자산가들이 꽂힌 국내외 주식들,2.0
크래프톤,2022-10-18,텐센트 한국 게임사에 투자설 업계 중국발 훈풍 기대,4.0
크래프톤,2022-10-19,게임사 쇼핑나선 텐센트 넥슨 펄어비스 눈독,0.0
크래프톤,2022-10-20,더 뜨거워진 올해도 줄줄이 초대어 출격준비,0.0
크래프톤,2022-10-21,자랑스런 동문상 에 구현모 대표 등 선정,2.0
크래프톤,2022-10-24,총동문회 자랑스러운 동문상 수상자 선정,2.0
크래프톤,2022-10-25,강자 입증한 증권 에너지 이어 롯데렌탈 주관,0.0
크래프톤,2022-10-26,대어 카뱅 크래프톤 에너지 올해도 따상 이어질까,2.0
크래프톤,2022-10-27,최대 실적 카카오게임즈 신작 공세로 호실적 이어간다,2.0
크래프톤,2022-10-28,카카오게임즈 엘리온 앞세워 공세 강화 검은사막 이상 성과 기대,2.0
크래프톤,2022-10-31,머니 컨설팅 공모주펀드로 주식투자 리스크 낮춰,2.0
크래프톤,2022-11-01,김재환 스튜디오 대표 디지털 휴먼 게임 승부수 크래프톤 뛰어넘겠다,2.0
크래프톤,2022-11-02,검색엔진 쓴맛 김밥장사까지 영상채팅 만들어 전 기 대박,4.0
크래프톤,2022-11-03,균등배정 에 대어 까지 더 뜨거워진 공모주 열기,0.0
크래프톤,2022-11-04,청약 흥행에도 공모 절반이 상장후 주가 털썩,4.0
크래프톤,2022-11-08,안상일 하이퍼커넥트 대표 서울대 창업동아리서 꿈 키워 전 기 성공신화,2.0
크래프톤,2022-11-09,앱 또 잭팟 영상채팅 아자르 조 억에 매각,2.0
크래프톤,2022-11-11,만원으로 빌딩 투자 리츠 의 매력,4.0
크래프톤,2022-11-14,카이스트 동문회 네이버 넥슨 배민 다 모이겠네,2.0
크래프톤,2022-11-15,코로나 확산에도 혁신벤처 스타트업 일자리 만개 늘렸다,0.0
크래프톤,2022-11-16,게임 간판 신작 줄줄이 글로벌 출격,2.0
